nom,commune,proprietaire,gestionnaire,voieentree,voiesortie,avancement,typeparking,situation,parkingtempsreel,gabarit,capacite,capacite2rm,capacitevelo,capaciteautopartage,capacitepmr,usage,vocation,reglementation,fermeture,codetype,gid,gml_id,longitude,latitude
Pierre Sémard,LA MULATIERE,GRAND LYON,GRAND LYON,Quai Pierre Sémard,Quai Pierre Sémard,Existant,Poche de stationnement,En surface,0,2.0,7,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,600,pvo_patrimoine_voirie.pvoparking.600,4.818386,45.7191019990571
Dépose minute école maternelle,LA MULATIERE,GRAND LYON,GRAND LYON,Allée du Frère Benoit,Allée du Frère Benoit,Existant,Poche de stationnement,En surface,0,2.0,17,0,0,0,0,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,462,pvo_patrimoine_voirie.pvoparking.462,4.807872,45.72573699905711
Piscine,LA MULATIERE,COMMUNE,COMMUNE,Rue de Verdun,Rue de Verdun,Existant,Poche de stationnement,En surface,0,2.0,7,0,0,0,2,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,463,pvo_patrimoine_voirie.pvoparking.463,4.807427,45.7262059990571
Place Leclerc,LA MULATIERE,GRAND LYON,GRAND LYON,Rue des Balanciers,Rue des Balanciers,Existant,Poche de stationnement,En surface,0,2.0,14,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,603,pvo_patrimoine_voirie.pvoparking.603,4.816189,45.7256289990571
Place Désiré Trait,LA MULATIERE,GRAND LYON,GRAND LYON,Rue de Lattre de Tassigny,Rue de Lattre de Tassigny,Existant,Poche de stationnement,En surface,0,2.0,17,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,604,pvo_patrimoine_voirie.pvoparking.604,4.809196,45.729309999057115
Eglise,LA MULATIERE,PRIVE,PRIVE,Rue de Lattre de Tassigny,Rue de Lattre de Tassigny,Existant,Poche de stationnement,En surface,0,2.0,14,0,0,0,0,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,605,pvo_patrimoine_voirie.pvoparking.605,4.809154,45.72968599905711
Bel-Air,FRANCHEVILLE,PRIVE,PRIVE,Chemin des Aubépines,Chemin des Aubépines,Existant,Poche de stationnement,En surface,0,2.0,60,0,0,0,0,Libre,Résidentielle,Gratuit,Ouvert 24h/24h,5,606,pvo_patrimoine_voirie.pvoparking.606,4.755594,45.74544499905713
Place de Serin,Lyon 4 ème,GRAND LYON,GRAND LYON,Chemin de Serin,Chemin de Serin,Existant,Poche de stationnement,En surface,0,2.0,50,0,0,0,0,Libre,Résidentielle,Gratuit,Ouvert 24h/24h,5,610,pvo_patrimoine_voirie.pvoparking.610,4.81302,45.77409699905715
La Poste,LA MULATIERE,GRAND LYON,GRAND LYON,Chemin des Fontanières,Chemin des Fontanières,Existant,Poche de stationnement,En surface,0,2.0,7,0,0,0,0,Libre,Commerciale,Gratuit,Ouvert 24h/24h,5,613,pvo_patrimoine_voirie.pvoparking.613,4.811519,45.725347999057114
Place Daniel Balavoine,SAINT-PRIEST,GRAND LYON,GRAND LYON,Rue Michel Petrucciani,Rue Michel Petrucciani,Existant,Poche de stationnement,En surface,0,2.0,38,0,0,0,2,Libre,Commerciale,Zone bleue,Ouvert 24h/24h,5,572,pvo_patrimoine_voirie.pvoparking.572,4.93987,45.69387999905708
Hôtel de Ville (petit parking),SAINT-PRIEST,COMMUNE,COMMUNE,Rue Léon Perrier,Rue Léon Perrier,Existant,Poche de stationnement,En surface,0,2.0,23,0,0,0,0,Libre,Commerciale,Gratuit,Ouvert 24h/24h,5,573,pvo_patrimoine_voirie.pvoparking.573,4.935833,45.694987999057076
Place Roger Salengro,SAINT-PRIEST,GRAND LYON,GRAND LYON,Rue Maréchal/France/Gallavardi,Rue Maréchal/France/Gallavardi,Existant,Poche de stationnement,En surface,0,2.0,105,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,574,pvo_patrimoine_voirie.pvoparking.574,4.937687,45.69087199905707
Henri Maréchal,SAINT-PRIEST,GRAND LYON,GRAND LYON,Rue Henri Maréchal,Rue Henri Maréchal,Existant,Poche de stationnement,En surface,0,2.0,86,0,0,0,2,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,575,pvo_patrimoine_voirie.pvoparking.575,4.939313,45.692170999057076
Salle Concorde,SAINT-PRIEST,GRAND LYON,GRAND LYON,Avenue de la Gare,Avenue de la Gare,Existant,Poche de stationnement,En surface,0,2.0,10,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,577,pvo_patrimoine_voirie.pvoparking.577,4.935644,45.68867499905706
Maison des Associations,SAINT-PRIEST,COMMUNE,COMMUNE,Rue Aristide Briand,Rue Aristide Briand,Existant,Poche de stationnement,En surface,0,2.0,27,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,578,pvo_patrimoine_voirie.pvoparking.578,4.93639,45.69055099905708
Place Ferdinand Buisson,SAINT-PRIEST,GRAND LYON,GRAND LYON,Rue Henri Maréchal,Rue Henri Maréchal,Existant,Poche de stationnement,En surface,0,2.0,171,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,579,pvo_patrimoine_voirie.pvoparking.579,4.941627,45.696288999057074
Place Emile Zola,SAINT-PRIEST,GRAND LYON,GRAND LYON,Grande Rue,Grande Rue,Existant,Poche de stationnement,En surface,0,2.0,21,0,0,0,0,Horaire,Commerciale,Zone bleue,Ouvert 24h/24h,5,580,pvo_patrimoine_voirie.pvoparking.580,4.941724,45.70141199905708
Stade Jean Bouin,SAINT-PRIEST,COMMUNE,COMMUNE,Avenue Jean Jaurès,Avenue Jean Jaurès,Existant,Poche de stationnement,En surface,0,2.0,32,0,0,0,1,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,576,pvo_patrimoine_voirie.pvoparking.576,4.926381,45.69792999905709
Jean-Jacques Rousseau,SAINT-PRIEST,GRAND LYON,GRAND LYON,Rue Jean-Jacques Rousseau,Rue Jean-Jacques Rousseau,Existant,Poche de stationnement,En surface,0,2.0,23,0,0,0,2,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,581,pvo_patrimoine_voirie.pvoparking.581,4.942677,45.70014399905708
Place Favard,SAINT-PRIEST,GRAND LYON,GRAND LYON,Rue du Puit Vieux,Rue du Puit Vieux,Existant,Poche de stationnement,En surface,0,2.0,22,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,582,pvo_patrimoine_voirie.pvoparking.582,4.944572,45.697426999057086
Château,SAINT-PRIEST,GRAND LYON,GRAND LYON,Rue du Bessay,Allée du Parc du Château,Existant,Poche de stationnement,En surface,0,2.0,47,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,583,pvo_patrimoine_voirie.pvoparking.583,4.942205,45.695577999057086
Place Jacques Reynaud,SAINT-PRIEST,PRIVE,PRIVE,Rue Charles Ravat,Rue Charles Ravat,Existant,Poche de stationnement,En surface,0,2.0,14,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,584,pvo_patrimoine_voirie.pvoparking.584,4.940801,45.69843099905709
Place Honoré de Balzac,SAINT-PRIEST,GRAND LYON,GRAND LYON,Rue Lamartine/Verlaine,Rue Lamartine/Verlaine,Existant,Poche de stationnement,En surface,0,2.0,23,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,585,pvo_patrimoine_voirie.pvoparking.585,4.977168,45.70645799905709
Place de Manissieux,SAINT-PRIEST,GRAND LYON,GRAND LYON,Rue Jules Verne,Rue Jules Verne,Existant,Poche de stationnement,En surface,0,2.0,23,0,0,0,1,Horaire,Commerciale,Zone bleue,Ouvert 24h/24h,5,586,pvo_patrimoine_voirie.pvoparking.586,4.97985,45.70108799905709
Ancien cimetière de Manissieux,SAINT-PRIEST,GRAND LYON,GRAND LYON,Allée des Cervettes,Allée des Cervettes,Existant,Poche de stationnement,En surface,0,2.0,13,0,0,0,1,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,587,pvo_patrimoine_voirie.pvoparking.587,4.980099,45.69728899905707
Jean Cocteau,SAINT-PRIEST,GRAND LYON,GRAND LYON,Rue du 8 mai 1945,Rue du 8 mai 1945,Existant,Poche de stationnement,En surface,0,2.0,60,0,0,0,3,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,590,pvo_patrimoine_voirie.pvoparking.590,4.950308,45.69097499905708
Allée des Cervettes,SAINT-PRIEST,ETAT,ETAT,Allée des Cervettes,Allée des Cervettes,Existant,Poche de stationnement,En surface,0,1.9,30,0,0,0,0,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,588,pvo_patrimoine_voirie.pvoparking.588,4.979499,45.69713899905709
Stade de Manissieux,SAINT-PRIEST,COMMUNE,COMMUNE,Rue de Savoie,Rue de Savoie,Existant,Poche de stationnement,En surface,0,2.0,74,0,0,0,1,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,589,pvo_patrimoine_voirie.pvoparking.589,4.982373,45.701451999057085
Gymnase Condorcet,SAINT-PRIEST,COMMUNE,COMMUNE,Rue Edmond Rostand,Rue Edmond Rostand,Existant,Poche de stationnement,En surface,0,2.0,53,0,0,0,0,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,591,pvo_patrimoine_voirie.pvoparking.591,4.943729,45.69407399905708
Cimetière de l'Egalité,SAINT-PRIEST,GRAND LYON,GRAND LYON,Rue de l'Egalité,Rue de l'Egalité,Existant,Poche de stationnement,En surface,0,2.0,33,0,0,0,1,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,592,pvo_patrimoine_voirie.pvoparking.592,4.946267,45.69279899905709
Gratte-Ciel,VILLEURBANNE,GRAND LYON,GRAND LYON,Rue Servet/Rue Racine,Rue Servet/Rue Racine,Existant,Poche de stationnement,En surface,0,2.0,150,0,0,0,0,Horaire,Commerciale,Payant,Marché,5,593,pvo_patrimoine_voirie.pvoparking.593,4.878774,45.768747999057155
Schmidt,VILLEURBANNE,GRAND LYON,GRAND LYON,Rue Doua/Rue Bruxelles,Rue Doua/Rue Bruxelles,Existant,Poche de stationnement,En surface,0,2.0,190,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,594,pvo_patrimoine_voirie.pvoparking.594,4.873204,45.77709699905715
Place Jules Ferry sud,Lyon 6 ème,GRAND LYON,GRAND LYON,Rue Vauban,Rue Vauban,Existant,Poche de stationnement,En surface,0,2.0,50,0,0,2,2,Horaire,Commerciale,Payant,Ouvert 24h/24h,5,614,pvo_patrimoine_voirie.pvoparking.614,4.859447,45.76630599905715
Place Jules Ferry nord,Lyon 6 ème,GRAND LYON,GRAND LYON,Boulevard Jules Favre,Boulevard Jules Favre,Existant,Poche de stationnement,En surface,0,2.0,90,0,0,0,1,Horaire,Commerciale,Payant,Ouvert 24h/24h,5,615,pvo_patrimoine_voirie.pvoparking.615,4.859264,45.76747599905715
Quai Rambaud,Lyon 2 ème,LYON CONFLUENCE,LYON CONFLUENCE,Rue Hrant Dink,Rue Hrant Dink,Existant,Poche de stationnement,En surface,0,2.0,115,0,0,2,1,Libre,Commerciale,Payant,Ouvert 24h/24h,5,616,pvo_patrimoine_voirie.pvoparking.616,4.814934,45.739217999057125
Yvours,IRIGNY,COMMUNE,COMMUNE,Rue de la Chapelle d'Yvours,Rue de la Chapelle d'Yvours,Existant,Aire de covoiturage,En surface,0,2.0,10,0,0,0,0,Libre,Commerciale,Gratuit,Ouvert 24h/24h,6,625,pvo_patrimoine_voirie.pvoparking.625,4.828679,45.69018099905707
Charles de Gaulle,IRIGNY,GRAND LYON,GRAND LYON,Rue des Selettes,Rue des Selettes,Existant,Aire de covoiturage,En surface,0,2.0,9,0,0,0,0,Libre,Commerciale,Gratuit,Ouvert 24h/24h,6,626,pvo_patrimoine_voirie.pvoparking.626,4.826496,45.66545099905705
Debussy,Lyon 9 ème,GRAND LYON,GRAND LYON,Rue Claude Debussy,Rue Claude Debussy,Existant,Poche de stationnement,En surface,0,2.0,30,0,0,0,0,Libre,Résidentielle,Gratuit,Ouvert 24h/24h,5,810,pvo_patrimoine_voirie.pvoparking.810,4.823765,45.80463499905717
Place Pierre Puget,Lyon 9 ème,GRAND LYON,GRAND LYON,Rue des Docteurs Cordier,Rue des Docteurs Cordier,Existant,Poche de stationnement,En surface,0,2.0,25,0,0,0,0,Libre,Résidentielle,Gratuit,Ouvert 24h/24h,5,601,pvo_patrimoine_voirie.pvoparking.601,4.823137,45.80435899905718
Place Maurice Bariod,Lyon 9 ème,GRAND LYON,GRAND LYON,Rue Albert Camus,Rue Albert Camus,Existant,Poche de stationnement,En surface,0,2.0,25,0,0,0,0,Libre,Résidentielle,Gratuit,Ouvert 24h/24h,5,602,pvo_patrimoine_voirie.pvoparking.602,4.824586,45.80271799905717
CC Berlioz,Lyon 9 ème,PRIVE,PRIVE,Rue Hector Berlioz,Rue Hector Berlioz,Existant,Parc privé (ou concédé non GL),En surface,0,2.0,117,0,0,0,0,Libre,Commerciale,Gratuit,Ouvert 24h/24h,4,884,pvo_patrimoine_voirie.pvoparking.884,4.825634,45.80119699905718
Lycée Jean Perrin,Lyon 9 ème,GRAND LYON,GRAND LYON,Rue Pierre Baizet,Rue Pierre Baizet,Existant,Poche de stationnement,En surface,0,2.0,40,0,0,0,0,Libre,Commerciale,Gratuit,Ouvert 24h/24h,5,885,pvo_patrimoine_voirie.pvoparking.885,4.815227,45.794211999057175
Baizet,Lyon 9 ème,GRAND LYON,GRAND LYON,Rue de St Cyr,Rue de St Cyr,Existant,Poche de stationnement,En surface,0,2.0,50,0,0,0,0,Libre,Commerciale,Gratuit,Ouvert 24h/24h,5,886,pvo_patrimoine_voirie.pvoparking.886,4.807959,45.78869299905717
Place Bouchaga-Boualem,Lyon 9 ème,GRAND LYON,GRAND LYON,Rue du Doyen Georges Chapas,Rue du Doyen Georges Chapas,Existant,Poche de stationnement,En surface,0,2.0,30,0,0,0,0,Libre,Résidentielle,Gratuit,Ouvert 24h/24h,5,887,pvo_patrimoine_voirie.pvoparking.887,4.80028,45.78950599905717
Chapas,Lyon 9 ème,SACVL,SACVL,Rue du Doyen Georges Chapas,Rue du Doyen Georges Chapas,Existant,Poche de stationnement,En surface,0,2.0,140,0,0,0,0,Libre,Résidentielle,Gratuit,Ouvert 24h/24h,5,888,pvo_patrimoine_voirie.pvoparking.888,4.801161,45.78990899905716
Centre sportif,Lyon 9 ème,GRAND LYON,GRAND LYON,Bd de Belmont/Av. Shakarov,Bd de Belmont/Av. Shakarov,Existant,Poche de stationnement,En surface,0,2.0,200,0,0,0,0,Libre,Evènementielle,Gratuit,Marché,5,889,pvo_patrimoine_voirie.pvoparking.889,4.797692,45.78969099905716
Centre sportif 2,Lyon 9 ème,GRAND LYON,GRAND LYON,Avenue Andrei Shakarov,Avenue Andrei Shakarov,Existant,Poche de stationnement,En surface,0,2.0,120,0,0,0,0,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,890,pvo_patrimoine_voirie.pvoparking.890,4.797898,45.786546999057165
Saint Pierre de Vaise,Lyon 9 ème,GRAND LYON,GRAND LYON,Rue du Chapeau Rouge,Boulevard Antoin de St Exupéry,Existant,Poche de stationnement,En surface,0,2.0,75,0,0,0,0,Horaire,Mixte,Payant,Ouvert 24h/24h,5,891,pvo_patrimoine_voirie.pvoparking.891,4.807774,45.77284899905715
Chapeau Rouge,Lyon 9 ème,GRAND LYON,GRAND LYON,Rue du Chapeau Rouge,Rue Cottin,Existant,Poche de stationnement,En surface,0,2.0,8,0,0,0,0,Horaire,Mixte,Payant,Ouvert 24h/24h,5,892,pvo_patrimoine_voirie.pvoparking.892,4.80794,45.77244499905715
Piscine de Vaise,Lyon 9 ème,COMMUNE,COMMUNE,Avenue Sidoine Apollinaire,Avenue Sidoine Apollinaire,Existant,Poche de stationnement,En surface,0,2.0,70,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,893,pvo_patrimoine_voirie.pvoparking.893,4.796929,45.77029699905715
Stade G. Vignes,Lyon 9 ème,COMMUNE,COMMUNE,Avenue Sidoine Apollinaire,Avenue Sidoine Apollinaire,Existant,Poche de stationnement,En surface,0,2.0,40,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,894,pvo_patrimoine_voirie.pvoparking.894,4.796472,45.77109999905715
Montribloud,Lyon 9 ème,GRAND LYON,GRAND LYON,Rue des Deux Amants,Rue des Deux Amants,Existant,Poche de stationnement,En surface,0,2.0,65,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,895,pvo_patrimoine_voirie.pvoparking.895,4.791492,45.76722299905715
Pont Mouton,Lyon 9 ème,GRAND LYON,GRAND LYON,Quai Arloing,Quai Arloing,Existant,Poche de stationnement,En surface,0,2.0,90,0,0,0,0,Horaire,Mixte,Payant,Ouvert 24h/24h,5,896,pvo_patrimoine_voirie.pvoparking.896,4.811093,45.772415999057145
Cimetière,LISSIEU,GRAND LYON,GRAND LYON,Chemin de Roty,Chemin de Roty,Existant,Poche de stationnement,En surface,0,2.0,9,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,897,pvo_patrimoine_voirie.pvoparking.897,4.742712,45.86824699905724
Place des Bouleaux,LISSIEU,COMMUNE,COMMUNE,Chemin de la Croix Rampeau,Chemin de la Croix Rampeau,Existant,Poche de stationnement,En surface,0,2.0,24,0,0,0,2,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,898,pvo_patrimoine_voirie.pvoparking.898,4.744634,45.86553099905724
Place des Tours,LISSIEU,GRAND LYON,GRAND LYON,Rue de l'Eglise,Rue de l'Eglise,Existant,Poche de stationnement,En surface,0,2.0,10,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,899,pvo_patrimoine_voirie.pvoparking.899,4.742535,45.86547199905724
Bourg,LISSIEU,COMMUNE,COMMUNE,Rue des Sapins,Rue des Sapins,Existant,Poche de stationnement,En surface,0,2.0,21,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,900,pvo_patrimoine_voirie.pvoparking.900,4.743183,45.864493999057245
Place Bagassi,LISSIEU,COMMUNE,COMMUNE,Chemin de Chavery,Chemin de Chavery,Existant,Poche de stationnement,En surface,0,2.0,37,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,901,pvo_patrimoine_voirie.pvoparking.901,4.743338,45.84549299905723
Place du 8 mai 1945,FONTAINES-SAINT-MARTIN,COMMUNE,COMMUNE,Rue du Diot,Rue du Diot,Existant,Poche de stationnement,En surface,0,2.0,26,0,0,0,1,Mixte,Mixte,Zone bleue,Ouvert 24h/24h,5,908,pvo_patrimoine_voirie.pvoparking.908,4.854292,45.844711999057225
Esplanade Général Charles de Gaulle,FONTAINES-SAINT-MARTIN,COMMUNE,COMMUNE,Rue des Prolières,Rue des Prolières,Existant,Poche de stationnement,En surface,0,2.0,27,0,8,0,0,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,909,pvo_patrimoine_voirie.pvoparking.909,4.857332,45.84559999905723
Cimetière,FONTAINES-SAINT-MARTIN,COMMUNE,COMMUNE,Chemin du Cimetière,Chemin du Cimetière,Existant,Poche de stationnement,En surface,0,2.0,13,0,0,0,0,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,910,pvo_patrimoine_voirie.pvoparking.910,4.856267,45.839503999057214
Stade,IRIGNY,COMMUNE,COMMUNE,Rue du Stade,Rue du Stade,Existant,Poche de stationnement,En surface,0,2.0,27,0,0,0,0,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,911,pvo_patrimoine_voirie.pvoparking.911,4.823924,45.69033399905708
Dunand,IRIGNY,COMMUNE,COMMUNE,Avenue de Verdun,Avenue de Verdun,Existant,Poche de stationnement,En surface,0,2.0,25,0,0,0,1,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,912,pvo_patrimoine_voirie.pvoparking.912,4.82316,45.68841999905708
Eglise St Pie X,IRIGNY,PRIVE,PRIVE,Avenue de Verdun,Avenue de Verdun,Existant,Poche de stationnement,En surface,0,2.0,25,0,0,0,0,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,913,pvo_patrimoine_voirie.pvoparking.913,4.823414,45.68794799905708
Cimetière des Presles,IRIGNY,COMMUNE,COMMUNE,Chemin des Presles,Chemin des Presles,Existant,Poche de stationnement,En surface,0,2.0,62,0,0,0,1,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,902,pvo_patrimoine_voirie.pvoparking.902,4.8152,45.681311999057066
Marjolet,IRIGNY,COMMUNE,COMMUNE,Rue du Marjolet,Rue du Marjolet,Existant,Poche de stationnement,En surface,0,2.0,6,0,0,0,0,Libre,Résidentielle,Gratuit,Ouvert 24h/24h,5,903,pvo_patrimoine_voirie.pvoparking.903,4.82358,45.67690399905707
Collège G. Martin,IRIGNY,GRAND LYON,GRAND LYON,Rue de Taillepied,Rue de Taillepied,Existant,Poche de stationnement,En surface,0,2.0,7,0,0,0,0,Libre,Résidentielle,Gratuit,Ouvert 24h/24h,5,905,pvo_patrimoine_voirie.pvoparking.905,4.816397,45.67438699905707
Cimetière,IRIGNY,COMMUNE,COMMUNE,Rue de Taillepied,Rue de Taillepied,Existant,Poche de stationnement,En surface,0,2.0,26,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,904,pvo_patrimoine_voirie.pvoparking.904,4.818598,45.67411899905706
Place Abbé Pierre,IRIGNY,GRAND LYON,GRAND LYON,Rue Baudrand,Rue Baudrand,Existant,Poche de stationnement,En surface,0,2.0,33,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,906,pvo_patrimoine_voirie.pvoparking.906,4.823381,45.67298999905706
Place de l'Eglise,IRIGNY,GRAND LYON,GRAND LYON,Rue de l'Eglise,Rue de l'Eglise,Existant,Poche de stationnement,En surface,0,2.0,10,0,0,0,0,Libre,Mixte,Payant,Ouvert 24h/24h,5,907,pvo_patrimoine_voirie.pvoparking.907,4.823708,45.672726999057055
Place de l'Europe,IRIGNY,COMMUNE,COMMUNE,Avenue de Bezange la petite,Avenue de Bezange la petite,Existant,Poche de stationnement,En surface,0,2.0,35,0,0,0,1,Libre,Mixte,Gratuit,Marché,5,914,pvo_patrimoine_voirie.pvoparking.914,4.822717,45.67273799905707
11 novembre,IRIGNY,COMMUNE,COMMUNE,Rue du 11 novembre 1918,Rue du 11 novembre 1918,Existant,Poche de stationnement,En surface,0,2.0,27,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,916,pvo_patrimoine_voirie.pvoparking.916,4.820897,45.67281199905707
Champvillard,IRIGNY,COMMUNE,COMMUNE,Rue de Boutan,Rue de Boutan,Existant,Poche de stationnement,En surface,0,2.0,160,0,0,0,5,Libre,Evènementielle,Gratuit,Nuit,5,917,pvo_patrimoine_voirie.pvoparking.917,4.81039,45.66844799905705
Fort de Champvillard,IRIGNY,COMMUNE,COMMUNE,Chemin de Champvillard,Chemin de Champvillard,Existant,Poche de stationnement,En surface,0,2.0,50,0,0,0,1,Libre,Evènementielle,Gratuit,Nuit,5,915,pvo_patrimoine_voirie.pvoparking.915,4.813457,45.671296999057056
Carnot,NEUVILLE-SUR-SAONE,GRAND LYON,GRAND LYON,Chemin Bressan,Chemin Bressan,Existant,Aire de covoiturage,En surface,0,2.0,10,0,0,0,0,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,6,624,pvo_patrimoine_voirie.pvoparking.624,4.834667,45.88181599905726
Parking du centre,LIMONEST,GRAND LYON,GRAND LYON,Avenue Charles de Gaulle,Avenue Charles de Gaulle,Existant,Poche de stationnement,En surface,0,2.0,40,0,0,0,0,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,788,pvo_patrimoine_voirie.pvoparking.788,4.773247,45.834997999057215
Stade,SAINT-CYR-AU-MONT-D'OR,GRAND LYON,GRAND LYON,Rue du Stade,Rue du Stade,Existant,Poche de stationnement,En surface,0,2.0,49,0,0,0,0,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,760,pvo_patrimoine_voirie.pvoparking.760,4.825727,45.81178099905719
Industrie,RILLIEUX-LA-PAPE,GRAND LYON,GRAND LYON,Avenue de l'Industrie,Avenue de l'Industrie,Existant,Poche de stationnement,En surface,0,2.0,60,0,0,0,0,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,612,pvo_patrimoine_voirie.pvoparking.612,4.876084,45.819615999057206
Halte fluviale,SAINT-GERMAIN-AU-MONT-D'OR,GRAND LYON,GRAND LYON,Avenue Jacques Brel,Avenue Jacques Brel,Existant,Aire de covoiturage,En surface,0,2.0,30,0,0,0,0,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,6,918,pvo_patrimoine_voirie.pvoparking.918,4.806755,45.88916099905727
Marennes,CORBAS,GRAND LYON,GRAND LYON,Route de Marennes,Route de Marennes,Existant,Aire de covoiturage,En surface,0,2.0,25,0,0,0,1,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,6,919,pvo_patrimoine_voirie.pvoparking.919,4.910251,45.64851299905704
Terray,JONAGE,SERL,GRAND LYON,Avenue Lionel Terray,Avenue Lionel Terray,Existant,Aire de covoiturage,En surface,0,2.0,10,0,0,0,1,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,6,922,pvo_patrimoine_voirie.pvoparking.922,5.033035,45.76988699905715
Prée aux taureaux,FRANCHEVILLE,COMMUNE,COMMUNE,Chemin des Aubépines,Chemin des Aubépines,Existant,Poche de stationnement,En surface,0,2.0,41,0,0,0,1,Libre,Résidentielle,Gratuit,Ouvert 24h/24h,5,926,pvo_patrimoine_voirie.pvoparking.926,4.756454,45.74557299905713
ZAC des Gaulnes,JONAGE,COMMUNE,COMMUNE,Boulevard Marcel Dassault,Boulevard Marcel Dassault,Existant,Aire de covoiturage,En surface,0,2.0,10,0,0,0,0,Libre,Résidentielle,Gratuit,Ouvert 24h/24h,6,627,pvo_patrimoine_voirie.pvoparking.627,5.033671,45.77756499905716
Ferry,GRIGNY,ETS PUBLIC FONCIER,COMMUNE,Rue Jules Ferry,Rue Jules Ferry,Existant,Aire de covoiturage,En surface,0,2.0,50,0,0,0,0,Libre,Résidentielle,Gratuit,Ouvert 24h/24h,6,920,pvo_patrimoine_voirie.pvoparking.920,4.780925,45.598542999057
Charles de Gaulle,GRIGNY,COMMUNE,COMMUNE,Rue Charles de Gaulle,Rue Charles de Gaulle,Existant,Aire de covoiturage,En surface,0,2.0,25,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,6,921,pvo_patrimoine_voirie.pvoparking.921,4.781696,45.60414299905701
Libération,GIVORS,COMMUNE,COMMUNE,Rue Léo Lagrange,Avenue Youri Gargarine,Existant,Aire de covoiturage,En surface,0,2.0,125,0,0,0,3,Libre,Mixte,Gratuit,Ouvert 24h/24h,6,923,pvo_patrimoine_voirie.pvoparking.923,4.769896,45.600017999057
Quai de la Navigation,GIVORS,COMMUNE,COMMUNE,Quai des Matyrs du 8 février,Place du Bassin,Existant,Aire de covoiturage,En surface,0,2.0,200,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,6,924,pvo_patrimoine_voirie.pvoparking.924,4.774561,45.587115999057
Nelson Mandela,GIVORS,COMMUNE,COMMUNE,Avenue Anatole France,Avenue Anatole France,Existant,Aire de covoiturage,En surface,0,2.0,45,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,6,927,pvo_patrimoine_voirie.pvoparking.927,4.7883,45.57715899905699
